,A,C1,Y,C2,C3,C4,X1,X2,X3,X4,C5,C6,X5,X6
3303,1,1,0,0,1,0,1,2,0,2,2.1714530957404152,1.8639024547058678,0.820848336956896,2.170025416854654
3304,0,0,1,0,0,1,1,2,1,3,-0.8778566249370554,2.300979541722827,0.947613547671366,-0.011947614794634909
3305,1,1,1,3,0,1,0,0,0,1,1.2230188605738521,1.7529694792743586,1.9712778785912175,2.9594337878772095
3306,0,0,0,3,1,3,1,3,0,0,2.4915701543444735,1.5222488291954583,0.5293365876787671,2.121311920698806
3307,0,0,0,1,0,2,1,1,0,2,2.4915701543444735,1.5222488291954583,1.8370103702117273,2.121311920698806
3308,1,1,1,3,1,0,0,0,1,0,1.2230188605738521,1.7529694792743586,1.6914314270879327,2.9594337878772095
3309,1,0,0,2,0,2,1,0,0,3,2.573483626497888,2.1613911819489022,0.820848336956896,2.170025416854654
3310,1,1,1,2,0,2,1,0,1,0,1.2230188605738521,1.7529694792743586,1.9148894423459022,2.9594337878772095
3311,0,0,0,1,0,3,0,3,1,3,-0.25276102700930525,1.0966481315267003,0.02612332162785158,2.121311920698806
3312,0,0,1,2,0,0,1,2,0,0,-0.8778566249370554,2.300979541722827,2.0879155496749124,-0.011947614794634909
3313,0,0,1,0,1,3,1,2,1,3,-0.8778566249370554,2.300979541722827,2.037260739036259,-0.011947614794634909
3314,0,0,0,2,1,3,0,2,1,3,2.0462252853726106,0.13779368477996945,3.12849342803613,2.121311920698806
3315,0,0,0,1,0,1,1,3,0,3,2.0462252853726106,4.228286639866104,-0.1852552144916877,2.121311920698806
3316,0,0,1,1,0,0,0,0,0,3,-0.8778566249370554,2.300979541722827,2.037260739036259,-0.011947614794634909
3317,1,1,1,0,0,1,1,0,1,0,1.2230188605738521,1.7529694792743586,2.045772351894426,2.9594337878772095
3318,0,0,0,1,0,1,1,0,0,0,0.5569275060469883,1.9676559363435586,1.2743650171789551,1.6982490991289971
3319,1,1,1,1,1,0,0,3,0,3,1.2230188605738521,1.7529694792743586,2.045772351894426,2.9594337878772095
3320,0,0,1,0,1,3,1,2,0,0,-0.8778566249370554,2.300979541722827,-0.11848975004242446,-0.011947614794634909
3321,0,0,0,0,0,2,1,0,1,0,0.8288234280887612,2.2457314361370093,1.2524511526066455,2.707286266390466
3322,1,1,0,0,1,3,1,0,0,1,2.044729245592128,1.0706389781853243,0.9236776378224631,2.170025416854654
3323,1,1,0,2,1,2,1,0,1,2,2.1152345330149913,1.0706389781853243,0.9236776378224631,2.170025416854654
3324,0,0,1,2,1,3,1,2,1,0,-0.8778566249370554,2.3531705044361213,0.3692507556334854,-0.011947614794634909
3325,0,0,1,2,1,2,1,1,1,1,-0.8778566249370554,2.3531705044361213,1.077909374562528,-0.011947614794634909
3326,1,1,1,0,0,0,0,3,1,0,1.2230188605738521,1.7529694792743586,1.5789952456104757,2.9594337878772095
3327,0,0,0,2,1,3,0,0,0,1,-0.15527114264258612,2.055952548411455,2.180902835207849,2.707286266390466
3328,0,0,1,2,1,0,0,1,1,2,-0.8778566249370554,2.3531705044361213,1.077909374562528,-0.011947614794634909
3329,1,1,1,0,0,3,1,3,1,3,1.2230188605738521,1.7529694792743586,1.5789952456104757,2.9594337878772095
3330,1,1,1,2,1,3,0,0,1,3,1.2230188605738521,1.7529694792743586,1.0173265522559942,2.9594337878772095
3331,1,1,1,0,0,2,0,0,1,2,1.2230188605738521,1.7529694792743586,2.5916153544088676,2.9594337878772095
3332,1,1,1,3,1,0,1,0,0,2,1.2230188605738521,1.7529694792743586,2.5916153544088676,0.5065733035456308
3333,0,0,0,1,0,2,0,1,0,1,0.44197482980445923,2.231383761094057,1.7774006861461922,2.707286266390466
3334,1,1,0,2,1,2,0,1,1,3,2.142635376772459,2.7477269105852358,1.644278835310373,2.170025416854654
3335,0,1,1,0,1,2,0,1,0,1,-0.8778566249370554,2.3531705044361213,-0.34075585774247474,-0.011947614794634909
3336,0,0,0,1,0,0,1,2,1,1,0.44197482980445923,0.7536544328845536,1.7774006861461922,2.707286266390466
3337,1,1,0,1,0,1,1,1,0,3,1.2509940280953749,2.990208933919651,1.644278835310373,2.170025416854654
3338,1,1,1,2,0,1,0,2,1,3,1.2230188605738521,1.7529694792743586,1.4851507841327454,1.347786601516006
3339,0,0,1,3,0,0,0,0,1,1,-0.8778566249370554,0.7087859454457333,2.964012427039032,-0.011947614794634909
3340,1,1,0,1,0,0,1,2,0,0,1.1290000260323552,0.13921054604030214,1.644278835310373,2.170025416854654
3341,0,0,1,0,1,2,0,0,0,3,-0.8778566249370554,0.7087859454457333,0.3415833216979296,-0.011947614794634909
3342,0,0,0,0,0,3,1,0,1,2,0.5638160928051756,0.14367156418351623,2.506409198288069,2.707286266390466
3343,0,0,0,0,0,0,1,1,0,1,0.5638160928051756,0.14367156418351623,2.506409198288069,2.707286266390466
3344,0,0,0,3,1,0,0,0,0,1,0.7467844867066353,1.193601897770466,2.506409198288069,2.707286266390466
3345,0,0,0,0,1,1,0,0,0,1,0.9566971724852645,2.108050468111389,-0.14610903851136348,2.707286266390466
3346,1,1,0,0,0,3,0,2,0,1,0.8441078956263836,1.630035570649016,1.3571344158762817,2.170025416854654
3347,1,1,1,2,1,2,1,1,1,0,1.2230188605738521,1.7529694792743586,1.8932148227342045,2.581128814474722
3348,0,0,1,2,0,1,1,3,0,3,-0.8778566249370554,0.7087859454457333,0.9454761591525852,-0.011947614794634909
3349,1,1,1,3,0,3,1,3,0,0,1.2230188605738521,1.7529694792743586,2.964345918533827,2.581128814474722
3350,1,1,1,3,1,3,0,3,1,3,1.2230188605738521,1.7529694792743586,2.964345918533827,2.581128814474722
3351,0,1,1,0,0,1,1,2,0,3,-0.8778566249370554,0.7087859454457333,0.7350158562183478,-0.011947614794634909
3352,0,0,0,1,0,1,1,1,0,3,1.992486677629541,2.108050468111389,0.5569587368841686,2.707286266390466
3353,1,0,0,2,1,0,0,2,0,0,1.386453975572756,2.2425056864366444,1.7546333684819488,2.170025416854654
3354,1,0,1,2,0,1,0,2,1,2,1.2230188605738521,1.7529694792743586,2.165423882707353,2.581128814474722
3355,0,0,0,2,0,3,1,3,0,3,1.3358135277190062,2.108050468111389,0.5974493146968912,2.707286266390466
3356,1,1,1,2,1,3,1,3,0,2,1.2230188605738521,1.7529694792743586,2.165423882707353,2.581128814474722
3357,1,1,1,2,0,0,1,1,1,0,1.2230188605738521,1.7529694792743586,-0.49717369198345995,0.635386408133173
3358,1,1,0,1,0,1,1,3,0,2,2.634952104861852,3.103611021150335,1.7546333684819488,2.170025416854654
3359,1,1,0,3,0,0,0,1,0,3,0.2973761422839729,3.103611021150335,1.7546333684819488,2.170025416854654
3360,0,0,0,0,0,2,0,1,1,2,2.259778277591076,2.108050468111389,1.624653416755625,2.707286266390466
3361,0,0,0,1,0,0,0,0,0,0,2.259778277591076,2.108050468111389,0.7770793981120858,2.707286266390466
3362,1,1,0,2,0,1,1,2,1,3,0.6367755221555136,3.103611021150335,1.7546333684819488,2.170025416854654
3363,1,1,1,1,0,3,1,0,1,2,1.2230188605738521,1.7529694792743586,1.219456898497064,2.260893405385393
3364,1,1,0,2,0,0,1,2,1,2,1.8327687645096902,0.8464018552582075,0.8242002379376043,2.170025416854654
3365,1,1,1,2,1,1,1,3,1,2,1.2230188605738521,1.7529694792743586,1.4693151251173098,2.260893405385393
3366,1,1,0,2,0,2,1,0,1,3,1.8327687645096902,-0.9120307031214718,0.8242002379376043,2.170025416854654
3367,1,1,0,3,1,0,0,1,0,1,0.2108105485695808,3.6121116642848117,0.8242002379376043,2.170025416854654
3368,1,0,0,0,1,2,0,3,1,3,1.7314693341324174,3.6121116642848117,0.8242002379376043,2.170025416854654
3369,1,1,1,3,0,2,0,2,1,3,1.2230188605738521,1.7529694792743586,1.6984479860651276,2.260893405385393
3370,0,0,1,1,0,0,1,0,0,2,-0.8778566249370554,0.7087859454457333,-0.7905509440758123,-0.011947614794634909
3371,0,0,0,1,0,3,1,0,1,3,0.710736059495967,3.3976864946000997,1.1047235003552118,2.707286266390466
3372,1,1,1,3,1,0,1,0,1,2,1.2230188605738521,1.7529694792743586,1.3925711106681344,0.7759784942185499
3373,1,1,0,3,1,3,1,3,1,2,-0.3639256285338961,1.8811875889695038,0.8698543887003123,2.170025416854654
3374,1,1,0,1,1,2,0,0,1,0,2.462005319362884,1.8811875889695038,0.8698543887003123,2.170025416854654
3375,1,1,1,2,0,0,1,3,1,1,1.2230188605738521,1.7529694792743586,1.3925711106681344,1.6957531277216118
3376,0,0,0,2,1,0,0,3,1,0,1.0008482039144968,1.2608134366550656,-1.0849133054186757,2.707286266390466
3377,1,1,1,3,0,0,0,3,1,0,1.2230188605738521,1.7529694792743586,2.3261059232153687,0.8351252330558739
3378,1,1,0,3,0,3,0,2,0,3,2.8952025873207514,1.8811875889695038,0.6111413715206331,2.170025416854654
3379,1,1,1,0,0,3,0,3,0,3,1.2230188605738521,1.7529694792743586,2.3261059232153687,0.8351252330558739
3380,1,1,1,3,1,0,1,3,0,3,1.2230188605738521,1.7529694792743586,1.7845797977720983,0.8351252330558739
3381,1,1,1,0,1,0,1,3,1,0,1.2230188605738521,1.7529694792743586,1.3618763018073992,0.8428794577724014
3382,1,0,0,0,0,3,1,0,1,3,1.2500158815546585,-0.10964050171202144,2.0913386682636705,2.170025416854654
3383,0,1,1,3,0,2,0,1,1,1,-0.8778566249370554,2.6410323695206372,1.3329450106794505,2.685801893777408
3384,1,0,1,2,1,2,1,3,0,2,1.2230188605738521,1.7529694792743586,1.3618763018073992,0.8428794577724014
3385,1,0,0,0,0,0,1,1,1,2,3.153910908077191,-0.10964050171202144,0.09024296511901975,2.170025416854654
3386,1,1,0,2,0,0,1,1,1,3,0.17123073281923906,3.686787023644727,0.09024296511901975,2.170025416854654
3387,0,0,0,1,0,2,1,1,1,3,0.7813710573096684,0.5999373774046743,1.101228584936655,1.763277512521186
3388,1,1,1,0,1,0,0,0,0,2,1.2230188605738521,1.7529694792743586,1.3618763018073992,2.0072270809443795
3389,1,1,1,3,1,3,0,1,0,3,1.2230188605738521,1.7529694792743586,-0.9684696862290467,2.0072270809443795
3390,0,1,0,2,1,3,1,2,0,0,1.6823098566126369,0.8929209339700002,1.1833539311985033,1.763277512521186
3391,1,1,0,0,0,2,1,0,0,2,1.7660245998803379,2.2724240445631425,0.09024296511901975,2.170025416854654
3392,1,1,0,3,1,3,1,3,0,3,2.466536321823212,2.2724240445631425,0.09024296511901975,2.170025416854654
3393,1,1,1,2,0,0,1,1,1,3,1.2230188605738521,1.7529694792743586,1.976704256119998,2.0072270809443795
3394,1,1,1,0,1,0,1,3,0,1,1.2230188605738521,1.7529694792743586,1.5627316579997532,2.0072270809443795
3395,0,0,0,0,1,3,0,2,0,3,-0.17466597250413596,1.4823939561700787,1.1856368582548897,1.739408706916929
3396,0,0,0,0,1,3,0,1,0,1,1.8182402287317536,1.4823939561700787,1.4744602182498157,1.739408706916929
3397,0,1,1,1,0,0,1,2,0,1,-0.8778566249370554,2.6410323695206372,-0.12551626100112956,2.685801893777408
3398,0,1,0,1,0,3,1,0,0,1,-0.4084390804878686,2.2366595370535096,1.2077773361234072,1.739408706916929
3399,0,0,1,0,1,1,0,3,1,2,-0.8778566249370554,2.6410323695206372,1.3394194086633586,2.685801893777408
3400,1,1,1,0,1,3,0,3,1,1,1.2230188605738521,1.7529694792743586,0.09160776567348461,0.6129793495636622
3401,1,0,0,0,0,0,1,0,0,1,0.8260611822076576,1.3209975266331835,0.09024296511901975,2.170025416854654
3402,1,0,0,3,0,1,0,1,1,1,0.8260611822076576,2.3618978964344333,0.09024296511901975,2.170025416854654
3403,0,0,1,0,0,3,1,2,1,3,-0.8778566249370554,2.6410323695206372,1.3394194086633586,2.485677465658993
3404,0,0,1,3,1,2,1,1,0,2,-0.8778566249370554,2.6410323695206372,1.3394194086633586,2.485677465658993
3405,0,1,1,0,0,0,1,2,1,2,-0.8778566249370554,2.310166355060688,1.3394194086633586,2.485677465658993
3406,0,0,0,0,0,1,0,1,0,3,-0.02989784774427129,0.8932341166015574,1.4125694540668763,1.739408706916929
3407,1,1,1,3,0,1,1,0,1,0,1.2230188605738521,1.7529694792743586,0.32104329920455354,1.0141151095249552
3408,1,1,1,0,1,3,0,2,1,0,1.2230188605738521,1.7529694792743586,2.443286406842603,1.0141151095249552
3409,0,0,1,1,1,0,1,0,0,0,-0.8778566249370554,2.280214697886315,1.5958705793972088,2.485677465658993
3410,1,1,0,3,1,3,0,3,0,3,0.1255057221655791,1.158087911355333,0.09024296511901975,2.170025416854654
3411,0,0,1,0,0,3,1,1,1,2,-0.8778566249370554,2.15864355297361,0.555537302831224,2.485677465658993
3412,0,0,0,2,1,2,1,2,1,3,1.0845252385380946,2.999247304861112,3.044725364308274,1.4015786257035543
3413,1,1,0,1,1,0,0,2,1,0,2.0147959896084897,1.1332957833272643,0.09024296511901975,2.170025416854654
3414,0,0,0,2,1,1,0,2,1,1,0.5268233928500226,2.820020863229355,-0.08741381992250474,1.4015786257035543
3415,1,1,1,2,0,0,1,0,1,0,1.2230188605738521,1.7529694792743586,1.5221868253721966,1.0783357873659387
3416,1,1,0,3,1,0,1,2,0,3,1.1481130825895778,2.0043956796220805,0.09024296511901975,2.170025416854654
3417,1,1,0,1,0,2,1,1,1,0,1.1481130825895778,1.2828791672575193,0.09024296511901975,2.170025416854654
3418,0,0,0,1,1,0,0,2,1,0,2.161485831145881,0.8685360023567095,1.7371712611711505,1.4677875889734284
3419,0,0,0,1,1,1,1,2,1,2,-0.21543332814804472,3.035222729568833,-0.050356136824023956,1.4677875889734284
3420,1,1,1,3,1,1,1,3,1,0,1.2230188605738521,1.7529694792743586,0.9449142671049755,1.0783357873659387
3421,1,0,0,0,1,3,0,3,0,0,0.914131065202312,2.3018397167596945,0.09024296511901975,2.170025416854654
3422,0,1,1,0,1,2,0,3,1,3,-0.8778566249370554,2.15864355297361,1.8374209548098248,2.485677465658993
3423,1,1,0,3,0,1,1,2,0,0,0.2819293596506798,2.3018397167596945,0.09024296511901975,2.170025416854654
3424,0,1,1,2,0,1,1,0,0,3,-0.8778566249370554,2.15864355297361,1.6807322768152055,1.1761121762218827
3425,0,1,1,0,1,2,1,3,1,1,-0.8778566249370554,2.15864355297361,0.6344291306546952,1.1761121762218827
3426,0,0,0,2,0,2,0,2,1,3,-0.3373720141625949,1.8165669500466306,3.2648112652633743,1.4677875889734284
3427,0,0,1,0,0,0,1,2,0,1,-0.8778566249370554,2.15864355297361,0.8995422220354488,2.879111487972213
3428,1,1,0,3,1,1,0,1,1,0,1.7063898588699817,0.8963394616271754,0.09024296511901975,2.170025416854654
3429,1,1,0,2,1,3,0,3,0,0,1.7063898588699817,0.8963394616271754,0.09024296511901975,2.170025416854654
3430,1,1,1,2,1,1,1,2,1,1,1.2230188605738521,1.7529694792743586,2.245340560965836,1.0783357873659387
3431,0,1,1,1,0,0,0,1,1,1,-0.8778566249370554,2.677202778789738,-0.11883967631443926,2.879111487972213
3432,0,0,1,2,0,2,0,3,0,1,-0.8778566249370554,2.677202778789738,1.3378581239757583,2.879111487972213
3433,0,0,0,0,0,1,0,3,0,0,0.19672212293702684,1.701174049164748,-0.19407327016423692,2.8128086745493883
3434,1,1,1,0,1,3,1,1,1,2,1.2230188605738521,1.7529694792743586,2.245340560965836,1.0783357873659387
3435,1,1,1,0,1,1,1,0,0,1,1.2230188605738521,1.7529694792743586,2.245340560965836,1.0783357873659387
3436,0,1,1,2,0,3,1,3,0,3,-0.8778566249370554,2.677202778789738,1.6224490668892688,2.879111487972213
3437,1,1,0,2,0,3,1,0,1,3,0.6133007846606022,0.8160387781604392,0.09024296511901975,2.170025416854654
3438,1,1,1,1,1,0,1,2,0,2,1.2230188605738521,1.7529694792743586,0.1872150660912011,2.1660834844421535
3439,1,1,0,2,0,1,0,1,0,2,2.133348508798397,1.9168016105631225,0.09024296511901975,2.170025416854654
3440,0,1,1,2,1,2,1,1,1,3,-0.8778566249370554,2.677202778789738,0.5708468005986725,2.879111487972213
3441,0,1,1,3,1,2,0,0,0,1,-0.8778566249370554,2.677202778789738,0.8678145654869382,1.7614124444836046
3442,1,1,0,1,1,2,0,1,1,1,0.9095692926248435,1.6398278362993426,0.09024296511901975,2.170025416854654
3443,1,1,1,0,1,1,1,3,1,2,1.2230188605738521,1.7529694792743586,0.8894242436831893,2.1660834844421535
3444,1,1,0,3,0,0,0,0,1,0,0.9033371417865299,1.4550259833535772,0.09024296511901975,2.170025416854654
3445,1,1,1,3,1,0,0,3,1,2,1.2230188605738521,1.7529694792743586,1.4637592401585497,2.1660834844421535
3446,0,0,0,3,0,1,1,2,1,0,-0.7783324427783764,0.5336703802223544,2.0490941254759916,2.8128086745493883
3447,0,0,0,1,0,3,0,1,0,1,2.2905894351267286,0.5336703802223544,-0.08739798762418216,2.8128086745493883
3448,0,0,0,0,1,2,1,0,1,1,2.285660827028614,3.5857060710639166,-0.08739798762418216,2.8128086745493883
3449,0,0,0,0,0,2,0,1,0,2,2.285660827028614,3.5857060710639166,-0.20647651133578293,2.8128086745493883
3450,1,1,1,2,1,1,1,3,1,3,1.2230188605738521,1.7529694792743586,1.3335558265406537,1.9185093331889984
3451,0,1,1,2,0,3,1,3,0,0,-0.8778566249370554,1.295164200168423,-0.8307681100780145,1.7657299769060062
3452,0,1,0,1,0,2,0,0,0,3,-0.3121294219039057,0.7156265766198158,-0.1871512225385521,2.8128086745493883
3453,0,1,1,0,1,3,1,1,1,3,-0.8778566249370554,0.8953618470047475,1.3431944855704696,1.7657299769060062
3454,0,0,0,3,1,1,1,1,0,0,2.525458714277421,2.8198193838693295,-0.11188121389706795,1.724996080060615
3455,0,0,0,1,1,3,0,3,0,3,0.8402554315989048,2.8198193838693295,-0.11188121389706795,1.724996080060615
3456,1,1,1,3,0,0,0,3,0,2,1.2230188605738521,1.7529694792743586,2.4745863120721556,2.0997838452114013
3457,1,1,1,3,1,0,1,1,1,0,1.2230188605738521,1.7529694792743586,-0.010639653530411852,2.0997838452114013
3458,1,1,0,1,0,0,1,3,0,0,1.2628756415232256,2.57585518634955,0.09024296511901975,2.170025416854654
3459,0,0,0,2,0,0,0,3,0,3,-0.5580820438571439,3.5225024096477107,2.1221229228676117,1.724996080060615
3460,0,0,1,0,0,2,0,3,1,2,-0.8778566249370554,0.8953618470047475,0.14532673865946721,1.7461572484483225
3461,1,1,0,2,1,2,0,2,0,2,-0.3863677302699271,1.049114911910469,0.09024296511901975,2.170025416854654
3462,1,1,1,2,0,2,0,3,0,2,1.2230188605738521,1.7529694792743586,2.052744171111476,1.5875428823742146
3463,0,0,0,3,0,1,1,1,0,3,0.8711198582693557,1.7423957584635203,0.475313648108346,2.415487857547189
3464,1,1,0,1,1,2,1,3,0,2,-0.33956131468212014,1.535802157598177,0.9475227215784305,2.170025416854654
3465,0,0,0,1,0,0,1,1,0,0,-0.08922206872572513,1.7423957584635203,0.7665438171199076,2.415487857547189
3466,1,0,0,2,0,2,1,0,1,3,0.947550544216647,-0.2082625109428342,2.065410553630881,2.170025416854654
3467,0,0,0,2,1,2,1,1,0,3,-0.08922206872572513,0.7414701425692471,2.325109824521903,1.9659152494920735
3468,0,0,0,0,0,2,0,1,0,3,1.1311212060594413,2.370430521810051,0.37140784384630265,1.9659152494920735
3469,0,0,0,3,0,3,0,1,0,3,1.1311212060594413,2.370430521810051,0.37140784384630265,1.9659152494920735
3470,1,0,0,0,1,1,0,3,0,1,2.3548158544390674,2.4443296850078484,2.065410553630881,2.170025416854654
3471,1,1,0,1,1,2,0,1,0,0,2.3548158544390674,1.5640147321968807,2.065410553630881,2.170025416854654
3472,0,0,0,1,0,0,1,2,1,3,2.608965480020168,1.0456714482008649,0.37140784384630265,1.9659152494920735
3473,0,0,0,2,1,1,1,0,1,0,2.608965480020168,1.7562283110806294,0.37140784384630265,1.4381241742479665
3474,0,0,1,0,1,1,0,3,0,0,-0.8778566249370554,0.8953618470047475,1.5043162906599945,1.7461572484483225
3475,0,0,0,1,0,3,0,2,1,3,2.608965480020168,1.147765717541075,2.0792743559247184,1.4381241742479665
3476,0,0,0,0,1,3,0,2,0,3,1.4988242800813292,2.0571688673009905,2.0792743559247184,1.4381241742479665
3477,1,1,0,2,1,2,0,2,0,3,1.3257238664855788,1.9753037648459475,1.598446713579643,2.170025416854654
3478,1,0,0,0,1,1,1,2,0,1,1.1068268070921004,1.9753037648459475,1.598446713579643,2.170025416854654
3479,1,1,1,2,0,0,1,0,0,2,1.2230188605738521,1.7529694792743586,2.897800894580652,1.0446402840076205
3480,0,0,0,3,1,3,0,0,1,1,3.69939167604753,0.9956779776886819,1.6175994998987027,1.4381241742479665
3481,0,0,1,3,0,3,0,1,1,1,-0.8778566249370554,0.8953618470047475,1.0443524121001,1.7461572484483225
3482,1,1,0,2,1,2,0,2,1,0,0.6571950132584035,2.6355380353335036,1.598446713579643,2.170025416854654
3483,1,1,1,0,0,0,1,2,1,3,1.2230188605738521,1.7529694792743586,2.2136418842147663,1.0446402840076205
3484,1,1,1,3,1,0,1,3,0,0,1.2230188605738521,1.7529694792743586,2.2136418842147663,1.0446402840076205
3485,0,0,0,1,0,3,0,1,1,1,-0.7571922235375967,3.802895373117926,0.030772778751631424,1.4381241742479665
3486,0,0,0,0,1,0,0,0,0,0,2.985066829432026,3.995283283836687,1.3148214851552709,1.4381241742479665
3487,1,1,0,1,0,0,0,3,0,0,2.112519283077601,1.193825077085591,1.598446713579643,2.170025416854654
3488,0,0,0,1,1,1,0,1,0,1,-0.7680231531077681,1.5587534230754674,1.3148214851552709,1.4381241742479665
3489,1,1,1,1,1,0,1,2,0,2,1.2230188605738521,1.7529694792743586,2.233807543554758,1.4505693889847142
3490,1,1,0,3,1,0,0,1,1,2,0.22833540183426904,1.266113423443853,1.598446713579643,2.170025416854654
3491,1,0,0,3,0,3,0,3,0,3,0.22833540183426904,1.266113423443853,1.598446713579643,2.170025416854654
3492,0,0,1,0,1,3,1,1,1,2,-0.8778566249370554,0.8953618470047475,1.0939004398078773,1.7461572484483225
3493,0,0,0,0,0,2,1,0,0,3,-0.7395865925587768,-0.03077232224184656,0.17109632998014357,1.4381241742479665
3494,0,0,0,0,1,1,0,1,1,3,-0.7395865925587768,0.9947224898649225,1.655821102760641,1.4381241742479665
3495,1,1,1,1,0,1,0,1,1,0,1.2230188605738521,1.7529694792743586,0.23047295893124442,1.4505693889847142
3496,0,0,0,0,0,0,1,0,0,1,1.8923211653252787,4.089400354691957,1.655821102760641,1.4381241742479665
3497,0,0,1,1,1,1,0,1,0,2,-0.8778566249370554,0.8953618470047475,1.7835056172676094,1.7461572484483225
3498,0,0,0,3,1,3,0,1,1,3,3.4688314222388943,1.1955583278316801,1.1413119918342183,1.4381241742479665
3499,1,1,1,3,0,0,1,1,1,2,1.2230188605738521,1.7529694792743586,-1.005203550687276,0.8796018397215712
3500,1,1,1,0,1,1,0,3,0,0,1.2230188605738521,1.7529694792743586,1.2798640478937382,0.8796018397215712
3501,1,1,1,0,1,0,1,3,1,0,1.2230188605738521,1.7529694792743586,0.7893271159183505,0.8796018397215712
3502,0,1,1,1,1,0,1,0,1,0,-0.8778566249370554,0.8953618470047475,1.1440887186735498,1.7461572484483225
3503,0,0,1,2,1,0,1,3,1,0,-0.8778566249370554,0.8953618470047475,2.176207185732106,1.7461572484483225
3504,1,1,1,3,0,0,0,3,1,0,1.2230188605738521,1.7529694792743586,-1.6209350653135841,0.8796018397215712
3505,0,0,1,0,0,0,0,2,0,2,-0.8778566249370554,0.8953618470047475,0.5113098646017229,1.886524916314181
3506,0,0,0,1,0,2,1,1,1,3,0.07867435114078036,1.104940942559732,1.043022471515062,1.166515826977005
3507,0,0,1,1,1,1,1,0,0,3,-0.8778566249370554,0.8953618470047475,0.2970538636837301,1.886524916314181
3508,1,1,0,1,0,3,0,3,1,1,2.3907787521823667,1.292974923516673,0.8111797486625179,2.170025416854654
3509,0,0,0,0,1,2,0,1,0,0,0.09542086808310946,1.104940942559732,0.9625653547982738,1.166515826977005
3510,0,0,0,1,0,1,1,0,1,3,0.09542086808310946,4.682475803264259,2.315059021328067,1.166515826977005
3511,0,1,0,1,0,2,0,0,1,3,1.503580197498745,2.7622318741292045,2.315059021328067,1.166515826977005
3512,0,0,1,0,1,2,0,1,1,0,-0.8778566249370554,0.8953618470047475,0.8711240710728587,1.4172685679033212
3513,0,1,0,0,0,1,0,3,1,1,1.3557896789844777,3.373593946140165,0.0576662680883997,1.166515826977005
3514,1,1,0,2,0,3,1,2,1,3,1.2348881313546247,2.83558764517337,0.8111797486625179,2.170025416854654
3515,0,0,0,1,1,1,1,0,1,3,1.7414176102018597,1.418651665398692,1.469234555431694,1.166515826977005
3516,1,1,1,3,1,0,0,3,1,0,1.2230188605738521,1.7529694792743586,1.327388580033261,0.8796018397215712
3517,1,1,0,1,0,2,1,1,1,2,-0.5429155137523214,-0.12318668351751105,0.8111797486625179,2.170025416854654
3518,1,1,0,2,1,0,1,2,0,2,0.7088110677273907,-0.12318668351751105,0.8111797486625179,2.170025416854654
3519,0,0,0,1,0,1,1,1,0,3,-0.019848965068854252,2.4862841511177023,1.0582449899813018,2.2499466849727683
3520,0,0,1,0,0,3,1,3,0,1,-0.8778566249370554,0.8953618470047475,1.5794764046588952,1.66393797688111
3521,1,1,1,3,1,3,1,0,0,1,1.2230188605738521,1.7529694792743586,1.3482409589670357,1.8610504642674524
3522,0,0,1,2,0,1,0,1,1,2,-0.8778566249370554,0.8953618470047475,-0.34260091967455675,1.66393797688111
3523,0,0,1,3,1,0,0,2,1,3,-0.8778566249370554,0.8953618470047475,2.361229897179415,1.66393797688111
3524,0,0,0,1,0,2,0,2,0,2,1.5472423670388757,2.2826937938037553,0.33446922611777186,2.2499466849727683
3525,1,1,0,3,0,3,0,1,1,1,-0.11943215132068774,2.5242274192052445,1.6616787945604967,2.170025416854654
3526,0,0,1,0,1,1,1,2,1,1,-0.8778566249370554,0.8953618470047475,1.3205186835889053,1.9686543233572065
3527,0,0,0,1,0,3,1,0,0,1,1.0795255526357768,2.2826937938037553,1.8830857163016503,1.606526414082425
3528,1,1,0,1,0,3,0,3,0,2,0.9746664820366912,1.6800272501953035,1.6616787945604967,2.170025416854654
3529,1,0,0,0,1,3,0,1,1,3,0.9746664820366912,1.6800272501953035,1.6616787945604967,2.170025416854654
3530,1,1,0,3,1,3,0,0,0,2,0.9746664820366912,1.6800272501953035,1.6616787945604967,2.170025416854654
3531,0,0,0,0,1,2,0,3,0,0,1.385202156699088,2.075388023936041,1.2976840769140239,2.2104846722962304
3532,0,0,1,2,1,0,1,2,0,3,-0.8778566249370554,0.8953618470047475,1.3205186835889053,2.1226175893734043
3533,1,0,0,0,0,2,1,3,0,1,1.225461161020385,1.98357636093147,0.8885376519399006,2.170025416854654
3534,1,0,0,1,0,1,0,1,0,1,1.225461161020385,1.98357636093147,0.8885376519399006,2.170025416854654
3535,1,0,1,2,0,0,1,0,1,0,1.2230188605738521,1.7529694792743586,1.3315779186070866,0.7702252280394042
3536,0,0,1,0,1,0,1,3,0,0,-0.8778566249370554,0.8953618470047475,1.3205186835889053,2.1226175893734043
3537,0,0,1,1,0,2,1,2,1,1,-0.8778566249370554,0.8953618470047475,1.3205186835889053,2.1226175893734043
3538,1,1,0,0,1,2,1,2,1,2,2.5971434071014365,2.1051504338528324,0.8885376519399006,2.170025416854654
3539,1,0,0,0,0,1,1,1,0,0,2.5971434071014365,2.1694032777042773,0.8885376519399006,2.170025416854654
3540,1,0,0,2,0,2,1,0,0,2,-0.7730885158696648,2.1694032777042773,0.8885376519399006,2.170025416854654
3541,1,1,1,2,0,0,1,3,1,0,1.2230188605738521,1.7529694792743586,1.0296832679492907,0.7702252280394042
